Rafail Ostrovsky,University of California-Los Angeles
Mani B. Srivastava,University of California-Los Angeles
Carlo Zaniolo,University of California-Los Angeles
Majid Sarrafzadeh,University of California-Los Angeles
Michael G. Dyer,University of California-Los Angeles
Song Chun Zhu,University of California-Los Angeles
Songwu Lu,University of California-Los Angeles
Eddie Kohler,University of California-Los Angeles
Adnan Darwiche,University of California-Los Angeles
Douglas Stott Parker Jr.,University of California-Los Angeles
Jennifer Wortman Vaughan,University of California-Los Angeles
Adam Meyerson,University of California-Los Angeles
Peter L. Reiher,University of California-Los Angeles
Richard R. Muntz,University of California-Los Angeles
Alan L. Yuille,University of California-Los Angeles
Todd D. Millstein,University of California-Los Angeles
Zhuowen Tu,University of California-Los Angeles
Rupak Majumdar,University of California-Los Angeles
Milind Tambe,University of Southern California
Jerry R. Hobbs,University of Southern California
Jerry Hobbs,University of Southern California
Ming-Deh A. Huang,University of Southern California
Ming-Deh Huang,University of Southern California
John S. Heidemann,University of Southern California
Stacy Marsella,University of Southern California
Stacy C. Marsella,University of Southern California
Jernej Barbic,University of Southern California
Laurent Itti,University of Southern California
Jonathan Gratch,University of Southern California
Robert F. Lucas,University of Southern California
David R. Traum,University of Southern California
Sven Koenig,University of Southern California
Dennis McLeod,University of Southern California
Aristides A. G. Requicha,University of Southern California
Yu-Han Chang,University of Southern California
Cyrus Shahabi,University of Southern California
Nenad Medvidovic,University of Southern California
Eduard H. Hovy,University of Southern California
Ann L. Chervenak,University of Southern California
Paul S. Rosenbloom,University of Southern California
Paul Rosenbloom,University of Southern California
Ulrich Neumann,University of Southern California
B. Clifford Neuman,University of Southern California
Clifford Neuman,University of Southern California
Kristina Lerman,University of Southern California
Gaurav S. Sukhatme,University of Southern California
David Chiang,University of Southern California
Fei Sha,University of Southern California
Suya You,University of Southern California
Louis-Philippe Morency,University of Southern California
Leana Golubchik,University of Southern California
Liang Huang,University of Southern California
Stefan Schaal,University of Southern California
Michael A. Arbib,University of Southern California
Robert Neches,University of Southern California
Paul E. Debevec,University of Southern California
Paul Debevec,University of Southern California
Leonard M. Adleman,University of Southern California
Leonard Max Adleman,University of Southern California
Young H. Cho,University of Southern California
Yolanda Gil,University of Southern California
Wei Ye,University of Southern California
Abhijeet Ghosh,University of Southern California
Ellis Horowitz,University of Southern California
Shahram Ghandeharizadeh,University of Southern California
Jihie Kim,University of Southern California
Randall W. Hill Jr.,University of Southern California
Randall Hill,University of Southern California
Zornitsa Kozareva,University of Southern California
Anton Leuski,University of Southern California
William G. J. Halfond,University of Southern California
William R. Swartout,University of Southern California
Aiichiro Nakano,University of Southern California
José Luis Ambite,University of Southern California
Gérard G. Medioni,University of Southern California
Joseph D. Touch,University of Southern California
Joe Touch,University of Southern California
Shang-Hua Teng,University of Southern California
Kevin Knight,University of Southern California
Kevin M. Knight,University of Southern California
Jelena Mirkovic,University of Southern California
George A. Bekey,University of Southern California
Daniel Marcu,University of Southern California
Kenji Sagae,University of Southern California
Maja J. Mataric,University of Southern California
Barry W. Boehm,University of Southern California
Rajiv T. Maheswaran,University of Southern California
Aram Galstyan,University of Southern California
Pedro A. Szekely,University of Southern California
Yan Liu 0002,University of Southern California
Pieter Peers,University of Southern California
Ewa Deelman,University of Southern California
Herbert Schorr,University of Southern California
Pedro C. Diniz,University of Southern California
David Kempe,University of Southern California
Ramesh Govindan,University of Southern California
Craig A. Knoblock,University of Southern California
Ramakant Nevatia,University of Southern California
Wei-Min Shen,University of Southern California
Andrew S. Gordon,University of Southern California
David S. Ebert,Purdue University Main Campus
Jan Vitek,Purdue University Main Campus
Ramana Rao Kompella,Purdue University Main Campus
Antony L. Hosking,Purdue University Main Campus
Tony Hosking,Purdue University Main Campus
Samuel S. Wagstaff Jr.,Purdue University Main Campus
T. N. Vijaykumar,Purdue University Main Campus
Douglas Comer,Purdue University Main Campus
John R. Rice,Purdue University Main Campus
Shreeram S. Abhyankar,Purdue University Main Campus
Greg N. Frederickson,Purdue University Main Campus
Assefaw Hadish Gebremedhin,Purdue University Main Campus
Ananth Grama,Purdue University Main Campus
Luo Si,Purdue University Main Campus
Yuan (Alan) Qi,Purdue University Main Campus
Jeffrey Mark Siskind,Purdue University Main Campus
David K. Y. Yau,Purdue University Main Campus
Elisha Sacks,Purdue University Main Campus
Bradley J. Lucier,Purdue University Main Campus
Aditya P. Mathur,Purdue University Main Campus
Aditya Mathur,Purdue University Main Campus
S. V. N. Vishwanathan,Purdue University Main Campus
Olga Vitek,Purdue University Main Campus
Xiangyu Zhang,Purdue University Main Campus
Saurabh Bagchi,Purdue University Main Campus
Walid G. Aref,Purdue University Main Campus
Dongyan Xu,Purdue University Main Campus
Bharat K. Bhargava,Purdue University Main Campus
Elisa Bertino,Purdue University Main Campus
Yung-Hsiang Lu,Purdue University Main Campus
Zhiyuan Li,Purdue University Main Campus
Suresh Jagannathan,Purdue University Main Campus
Susanne E. Hambrusch,Purdue University Main Campus
Jeffrey Scott Vitter,Purdue University Main Campus
Jennifer Neville,Purdue University Main Campus
Victor Raskin,Purdue University Main Campus
Elias N. Houstis,Purdue University Main Campus
Elias Houstis,Purdue University Main Campus
Sonia Fahmy,Purdue University Main Campus
Christoph M. Hoffmann,Purdue University Main Campus
David C. Anderson,Purdue University Main Campus
Vernon Rego,Purdue University Main Campus
Faisal Saied,Purdue University Main Campus
Melissa Dark,Purdue University Main Campus
Kihong Park,Purdue University Main Campus
Xavier Tricoche,Purdue University Main Campus
William S. Cleveland,Purdue University Main Campus
Alex Pothen,Purdue University Main Campus
Robert E. Lynch,Purdue University Main Campus
Ahmed Sameh,Purdue University Main Campus
Alok R. Chaturvedi,Purdue University Main Campus
Michael Gribskov,Purdue University Main Campus
Charles Edwin Killian,Purdue University Main Campus
Charles E. Killian,Purdue University Main Campus
David F. Gleich,Purdue University Main Campus
David Gleich,Purdue University Main Campus
Patrick Eugster,Purdue University Main Campus
Patrick Th. Eugster,Purdue University Main Campus
Cristina Nita-Rotaru,Purdue University Main Campus
Chris Clifton,Purdue University Main Campus
Ahmed K. Elmagarmid,Purdue University Main Campus
Ahmed Elmagarmid,Purdue University Main Campus
Sunil Prabhakar,Purdue University Main Campus
Ninghui Li,Purdue University Main Campus
Wojciech Szpankowski,Purdue University Main Campus
Y. Charlie Hu,Purdue University Main Campus
Daniel G. Aliaga,Purdue University Main Campus
Sabre Kais,Purdue University Main Campus
Mikhail J. Atallah,Purdue University Main Campus
Mikhail Atallah,Purdue University Main Campus
Walter Gautschi,Purdue University Main Campus
Voicu Popescu,Purdue University Main Campus
Daisuke Kihara,Purdue University Main Campus
Eugene H. Spafford,Purdue University Main Campus
Peter J. Waddell,Purdue University Main Campus
Saugata Basu,Purdue University Main Campus
Richmond H. Thomason,University of Michigan-Ann Arbor
Zhuoqing Morley Mao,University of Michigan-Ann Arbor
Elliot Soloway,University of Michigan-Ann Arbor
Scott A. Mahlke,University of Michigan-Ann Arbor
Stephen Kaplan,University of Michigan-Ann Arbor
Ji Zhu,University of Michigan-Ann Arbor
John E. Laird,University of Michigan-Ann Arbor
Stéphane Lafortune,University of Michigan-Ann Arbor
Satish Narayanasamy,University of Michigan-Ann Arbor
Georg Essl,University of Michigan-Ann Arbor
Edmund H. Durfee,University of Michigan-Ann Arbor
Edwin Olson,University of Michigan-Ann Arbor
Edwin B. Olson,University of Michigan-Ann Arbor
Prabal Dutta,University of Michigan-Ann Arbor
Prabal K. Dutta,University of Michigan-Ann Arbor
Farnam Jahanian,University of Michigan-Ann Arbor
John H. Holland,University of Michigan-Ann Arbor
Peter Honeyman,University of Michigan-Ann Arbor
Pinaki Mazumder,University of Michigan-Ann Arbor
Ryan M. Eustice,University of Michigan-Ann Arbor
Steven P. Abney,University of Michigan-Ann Arbor
David E. Kieras,University of Michigan-Ann Arbor
Daniel E. Atkins,University of Michigan-Ann Arbor
Alfred O. Hero III,University of Michigan-Ann Arbor
Alfred O. Hero,University of Michigan-Ann Arbor
Gregory H. Wakefield,University of Michigan-Ann Arbor
Zeeshan Syed,University of Michigan-Ann Arbor
Todd M. Austin,University of Michigan-Ann Arbor
Todd Austin,University of Michigan-Ann Arbor
Marios C. Papaefthymiou,University of Michigan-Ann Arbor
Martin J. Strauss,University of Michigan-Ann Arbor
Eytan Adar,University of Michigan-Ann Arbor
Karem A. Sakallah,University of Michigan-Ann Arbor
David T. Blaauw,University of Michigan-Ann Arbor
Lada A. Adamic,University of Michigan-Ann Arbor
H. V. Jagadish,University of Michigan-Ann Arbor
Hosagrahar V. Jagadish,University of Michigan-Ann Arbor
Hosagrahar Visvesvaraya Jagadish,University of Michigan-Ann Arbor
Emily Mower Provost,University of Michigan-Ann Arbor
Yaoyun Shi,University of Michigan-Ann Arbor
Michael Bailey,University of Michigan-Ann Arbor
Terry E. Weymouth,University of Michigan-Ann Arbor
Igor L. Markov,University of Michigan-Ann Arbor
John P. Hayes,University of Michigan-Ann Arbor
Dragomir R. Radev,University of Michigan-Ann Arbor
Michael J. Cafarella,University of Michigan-Ann Arbor
Brian D. Noble,University of Michigan-Ann Arbor
Brian Noble,University of Michigan-Ann Arbor
Thad A. Polk,University of Michigan-Ann Arbor
Alexander Miller,University of Michigan-Ann Arbor
Carl A. Miller,University of Michigan-Ann Arbor
Carl Miller,University of Michigan-Ann Arbor
Long Nguyen,University of Michigan-Ann Arbor
Kevin J. Compton,University of Michigan-Ann Arbor
Chandrasekhar Boyapati,University of Michigan-Ann Arbor
Michael P. Wellman,University of Michigan-Ann Arbor
Peter M. Chen,University of Michigan-Ann Arbor
J. Alex Halderman,University of Michigan-Ann Arbor
Donald C. Winsor,University of Michigan-Ann Arbor
Ella M. Atkins,University of Michigan-Ann Arbor
Qiaozhu Mei,University of Michigan-Ann Arbor
Thomas F. Wenisch,University of Michigan-Ann Arbor
Atul Prakash,University of Michigan-Ann Arbor
Shuheng Zhou,University of Michigan-Ann Arbor
Seth Pettie,University of Michigan-Ann Arbor
Mingyan Liu,University of Michigan-Ann Arbor
Jason Flinn,University of Michigan-Ann Arbor
Trevor N. Mudge,University of Michigan-Ann Arbor
Martha E. Pollack,University of Michigan-Ann Arbor
Valeria Bertacco,University of Michigan-Ann Arbor
Reetuparna Das,University of Michigan-Ann Arbor
Quentin F. Stout,University of Michigan-Ann Arbor
Benjamin Kuipers,University of Michigan-Ann Arbor
Honglak Lee,University of Michigan-Ann Arbor
Kang G. Shin,University of Michigan-Ann Arbor
Demosthenis Teneketzis,University of Michigan-Ann Arbor
Satinder Singh Baveja,University of Michigan-Ann Arbor
Mark S. Ackerman,University of Michigan-Ann Arbor
Sugih Jamin,University of Michigan-Ann Arbor
Dan Cosley,Cornell University
Zygmunt J. Haas,Cornell University
